CustID	DUALPLAY	FRAGILITE	TV	TOY	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44	Var45	Var46	Var47	Var48	Var49	Var50	Var51	Var52	Var53	Var54	Var55	Var56	Var57	Var58	Var59	Var60	Var61	Var62	Var63	Var64	Var65	Var66	Var67	Var68	Var69	Var70	Var71	Var72	Var73	Var74	Var75	Var76	Var77	Var78	Var79	Var80	Var81	Var82	Var83	Var84	Var85	Var86	Var87	Var88	Var89	Var90	Var91	Var92	Var93	Var94	Var95	Var96	Var97	Var98	Var99	Var100	Var101	Var102	Var103	Var104	Var105	Var106	Var107	Var108	Var109	Var110	Var111	Var112	Var113	Var114	Var115	Var116	Var117	Var118	Var119	Var120	Var121	Var122	Var123	Var124	Var125	Var126	Var127	Var128	Var129	Var130	Var131	Var132	Var133	Var134	Var135	Var136	Var137	Var138	Var139	Var140	Var141	Var142	Var143	Var144	Var145	Var146	Var147	Var148	Var149	Var150	Var151	Var152	Var153	Var154	Var155	Var156	Var157	Var158	Var159	Var160	Var161	Var162	Var163	Var164	Var165	Var166	Var167	Var168	Var169	Var170	Var171	Var172	Var173	Var174	Var175	Var176	Var177	Var178	Var179	Var180	Var181	Var182	Var183	Var184	Var185	Var186	Var187	Var188	Var189	Var190	Var191	Var192	Var193	Var194	Var195	Var196	Var197	Var198	Var199	Var200	Var201	Var202	Var203	Var204	Var205	Var206	Var207	Var208	Var209	Var210	Var211	Var212	Var213	Var214	Var215	Var216	Var217	Var218	Var219	Var220	Var221	Var222	Var223	Var224	Var225	Var226	Var227	Var228	Var229	Var230
001CC	0	0	0	0						231	0						0								176	220		4	48			200							0			385290						0													5.522325								9							3	16	0		1707632		0			30313.5		0		4									169098															24			48	484140						895				6		0							0	3724200	21774						0			0	0					321013				4175720							58			63204										0								0								234			EsYrjIX0Db	RO12		taul	1K8T	JLbT	GRl7qwL	aTJsFRm			kioH	9_Y1	xQ2A	sJzTlal	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	olqb	cJvF	FzaX	xDj6pd1	oslk	VQZzrB7	LM8l689qOp			5Acm	RAYp	F2FyR07IdsN7I		
001CD	0	0	0	0						770	14						1584								160	200		2	48			166.56							5			0						0													2.554369								27							9	82	70		692616		0			28836.6		0		6									19617															24			32	-56260.8						685				0		6039	58						8	1458400	152978						1360			0	9					17668				1932236							54			169878										0								0								192			lAFr4RQZiT	RO12		taul	1K8T	lK27	jJ_lbGp	b1zcnrj			9FB6	9_Y1	z5Ry	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kq0aHkC	0GE8	UYBR	FzaX	PqGY_02	oslk	FnxQQMs	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I		
001CE	0	0	0	0						1743	7						244								212	265		2	128			120.4							0			75180						0							7665.84						2.244392								18								52	133		49320		0			3719.79		20		0																								48			80	-1821136						965				108		49536	-20						0	45070	53472						80			0	0					1141				232684							10			0										0								0											HrWq9aXt5a	RO12		taul	1K8T	487l	K6McVcA	GHfL3MpXAX	G6OpRDQ		cExR	9_Y1	6TCl	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	Mtgm	XfqtO3UdzaXh_		YFGIXFc		11p4mKe	5rnv	cJvF	FzaX	OYHAk0_	oslk	qjNw0n7	LM8l689qOp		ELof	uWr3	RAYp	F2FyR07IdsN7I	am7c	
001CF	0	0	0	0						7	0						0								20	25		0	8			417.28							0			0						0													4.739586								9							3	12	0		4838400		0			492939		0		0									3303															0			8	-440480						25				0		0	-26						0	225900	343174						0			0	0					0				3286268							6			0										0								0								360			mCGq9ayE15	RO12		taul	1K8T	SzjZ	z8FO0dd	_03xtaMIkk68B			iVRE	9_Y1	QBpP	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	6ted	cJvF	FzaX	ZoXfR8o	oslk	IKPOtEt	LM8l689qOp			7P5s	RAYp	F2FyR07IdsN7I		
001D0	0	0	0	1						742	7						284								136	170		2	48			335.84							0			2242224						0													4.245888								9							3	34	7		3868144		0			199779.9		0		4									53259															32			48	941976						510				36		15039							0	6045000	784610						590			0	9					604800				10525320							28			1036800										0								0											8I1r4RXXnK	RO12		taul	1K8T	ChAX	MNw47cQ	e1XhvTunuD			OelD	9_Y1	5euo	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	KUvX	cJvF	FzaX	ME5YWu3	oslk	qDl2pc5	LM8l689qOp			7FJQ	RAYp	F2FyR07IdsN7I		
001D1	0	0	0	0	16								32			16																	0	5											0						8			55			2332800				1.936766	170088				0	18	55684.53		64							4				6									1606460	0			0								0		7								0		12			-4477040			0					0					-20			6		7736					157061.6	4					8												0		112												442.96												8795430						0	20		192			64nWq69R_D	RO12		taul	1K8T	z32l	jJ_nXHo	75HH_hi			OFh8	9_Y1	Px52	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L			eGzu	mAj3FSW	_SNV	UYBR		uyr88FJ	oslk	FlVqhZX				PM2D	RAYp	F2FyR07IdsN7I		
001D2	0	0	0	0						77	14						3840								28	35		0	32			196.64							0			0						0													0.6201667								18								204	98		0		0			9635.25		0		2																								8			0	3393.428						95				0		21717	28						0	72575	10226						50			0	18					0				84332							4			8730										0								0											xOXr4RXktW	2Knk1KF	SEuy	CiJDdr4TQ0rGERIS	1K8T	ChAX	fhk21Ss	MXlhT5l	JfjwPMc	smXZ	h6oh	9_Y1	ZKJc	sJzTlal	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	_5OXC8MSLt		rUVArSg		LxWMvcL	qA0C	cJvF	FzaX	4UxGlow	oslk	catzS2D	LM8l689qOp		xG3x	7FJQ	ZI9m	VjDE	mj86	
001D3	0	0	0	0						665	7						464								136	170		2	32			260.24							0			4306632						0													5.060244								9								118	84		2534480		0			67955.41		15		2																								32			32	304190.4						505				54		10386	4						0	5148250	532432						2180			0	36					554421				10589040							26			475212										0								0								378			1JGqrQKzJV	2Knk1KF		LfvqpCtLOY	1K8T	AnrR	cGZJt03	Tg7jjBB			aylH	9_Y1	15m3	VpdQ	kxE9	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_				11p4mKe	H4Y2	cJvF	qxDb	EN4vOIl	oslk	82XQQMs	jySVZNlOJy			FSa2	RAYp	55YFVY9	mj86	
001D4	0	1	0	0				0													0	0	0																		0																				1.640248																8									0						0											0							0							-1274676				0							0		4	0	0							275.03			0							0					0		0			0						0			0							0			0					0			0									r__I	a4vrEy7Rm6	RO12		taul	1K8T	IvdZ	M0FFFda	Hz6739zOIymxc			B41I	9_Y1	X8zP	VpdQ		me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kq0ncmx	khMo	cJvF	AU8pNoi	Zno88FJ	oslk	nyX2C8o	LM8l689qOp			Aoh3	RAYp	F2FyR07IdsN7I		
001D5	0	0	0	0						532	0						0								140	175		0	0			186.64							0			4841826						0													3.70455								18							3	26	0		2919408		0			221676.3		20		8									27624															24			40	426012						500				60		0	4						0	4808170	0						0			0	9					0				9974600							24			87108										0								0								138			uUdt0G8EIb	RO12		taul	1K8T	TyGl	F0DSdMg	ThrHXVS			AP4W	9_Y1	e7QV	sJzTlal	43pnToF	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	I3PY	cJvF	FzaX	1Fq88FJ	oslk	XByOEra	LM8l689qOp			fKCe	RAYp	F2FyR07IdsN7I		
001D6	0	0	0	0						1099	7						5356								180	225		10	24			166.56							0			30228						0													1.674215								9								44	154		1644736		0			94478.7		5		10																								56			56	100534						595				18		68895	20						0	3634785	28674						6440			0	0					772478				4141720							52			498714										0								0											8Knvyx875g	RO12		taul	1K8T	lK27	7Kf6gtF	d6zx_0v			CYGG	9_Y1	QMes	VpdQ	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				mAjbq_f	Yz5N	cJvF	FzaX	efg0Kix	d0EEeJi	OvO2c2r	LM8l689qOp			WqMG	nIGXDli	F2FyR07IdsN7I		
001D7	0	0	0	0						917	21						2876								136	170		4	120			358.72							0			723816						0													4.664388								45							15	112	112		1382400		0			191518.5		10		10									242991															40			16	116395.6						705				12		30978							0	2449320	2533140						6685			0	36					737835				10349120							16			2187630										0								0											1JGqrQKzJV	2Knk1KF		taul	1K8T	487l	PHNvXy8	uIkUosV			fXpV	9_Y1	15m3	VpdQ	haYg	NKv3VA1BpP	kIsH		uKAI	L84s	Ie_5MZs				CWNY2py	Vpfl	UYBR	FzaX	UF16siJ	zCkv	APgdzOv	LM8l689qOp			FSa2	6fzt	Zy3gnGM		
001D8	0	1	0	1						840	21						332								132	165		0	24			233.44							0			2261382						0													6.043581								36							6	108	28		4971472		0			201264.6		5		0									43158															32			64	196610						545				30		12834							0	6504800	518400						300			0	9					0				10579560							32			0										0								0								156			hSogUHXZeb	2Knk1KF	SEuy	taul	1K8T	rXTS	TsqM639	P9HTde2	D8L0gZF	smXZ	EOBC	9_Y1	8BBI	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		ALYsJIU		beK4AFX	RRN_	UYBR	AU8pNoi	bDf87dl	oslk	BeDRkup	M_8D		kG3k	453m	RAYp	55YFVY9	am7c	
001D9	0	1	0	0						777	7						1236								128	160		0	0			220.08							0			11239020						0													1.5533								9								54	0		0		0			223062.3		45		0																								32			0	91049.2						450				132		12627							0	54315	0						340			0	0					0				10646560							2			0										0								0											1JGTmBQZiT	RO12	SEuy	taul	1K8T	PGNs	innxbJ3	t187Re3NhK	_XymZtf	smXZ	DSAx	9_Y1	TjV7	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		puwVsOG		kZJtVhC	E3av	UYBR	AU8pNoi	ZLOD5lR	oslk	iPWgyXK	M_8D		kG3k	FSa2	RAYp	F2FyR07IdsN7I	mj86	
001DA	1	0	0	1						308	7						0								72	90		0	32			166.56							0			0						0													1.289682								9							3	198	0		15744		0			2584.41		0		12									1626															0			16	5147.44						280				0		306	-30						0	17810	4324						10			0	18					0				49560							12			28188										0								0								396			qXhPe2ftjz	2Knk1KF	SEuy	CiJDdr4TQ0rGERIS	1K8T	487l	fhk21Ss	Pkku4gO	ZdXcKlQ	smXZ	pzvA	9_Y1	mTeA	VpdQ	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	TW8UhnX		ncUV2RZ		_Jd5pUp	upnW	UYBR	AU8pNoi	4UxGlow	QKW8DRm	catzS2D	LM8l689qOp		kG3k	FSa2	ZI9m	VjDE	mj86	
001DB	0	0	0	0						721	21						188								140	175		4	24			257.92							0			6178020						0													1.724204								36							12	196	7		1660760		0			208195.5		10		6									29898															32			24	-63061.2						535				84		2484	8						0	3884900	330664						150			0	36					898730				10245800							20			1425690										0								0								234			TfiBcmzkzH	5QKIjwyXr4MCZTEp7uAkS8PtBLcn		taul	1K8T	TyGl	fhk21Ss	Z8ZAV8jDl3	R40nsbZ		TXRs	9_Y1	rzbc	VpdQ	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	5u2Bxlj9ua90kqrA		0cQT2rL		7WwtEtr	vTeN	cJvF	FzaX	4UxGlow	JIiEFBU	catzS2D	LM8l689qOp		ELof	Qcbd	ZI9m	iyHGyLCEkQ	mj86	
001DC	0	0	0	0						455	0						0								680	850		6	192			86.96							0			2503368						0													2.137364								9							3	14	0		2794712		0			56223.6		100		30									495															160			144	198076.8						1010				150		0	4						0	5123550	345876						0			0	0					1407896				9376600							136			615000										0								0											1qmr4RQxul	RO12		taul	1K8T	PGNs	Y6hYfcf	LH0kFz12FM			3vOP	9_Y1	z5Ry	sJzTlal	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjDcoz	lVRV	UYBR		gwj3_5u	oslk	APgu8Zv				FSa2	RAYp	F2FyR07IdsN7I		
001DD	0	0	0	0						2226	7						2204								32	40		0	16			253.52							5			7129500						0													1.64922								18							6	168	14		9528480		0			20823.48		0		0									57039															16			16	141922						325				12		123021							8	1129905	994						2060			0	18					0				10423120							4			0										0								0								324			LDPgUHXZeb	2Knk1KF	SEuy	taul	1K8T	pE9z	fqeOwLG	WN2wUb0T0UKRa	PrcRMJE	smXZ	9Hqr	9_Y1	LqKm	09_Q	hAFG	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	XfqtO3UdzaXh_		5xzbB3h		XTbPUYD	2S0r	UYBR	FzaX	fxJmel6	oslk	WfsWw2A	LM8l689qOp		kG3k	453m	ZI9m	iyHGyLCEkQ	mj86	
001DE	0	0	0	0						15008	7						332								2984	3730		72	640			286.96							0			5481456						0													1.488144								9							3	80	21		1437672		0			10458.39		40		66									69594															920			1656	59934.4						9265				228		51129	6						0	2695915	476300						920			0	27					282002				9120000							760			452784										0								0											vAsgUHXM47	RO12		taul	1K8T	487l	WIUdTJr	_UtlxbJ	NdsDq3H		MUK5	9_Y1	LqKm	VpdQ	lVqb	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		Vl0F4eX		11p4mKe	aF6J	cJvF	FzaX	ALC68SY	oslk	9JvQQMs	LM8l689qOp		ELof	453m	RAYp	F2FyR07IdsN7I	am7c	
001DF	1	0	0	0						1834	14						352								300	375		8	200			166.56							0			0						0													1.270028								18							6	40	105		126664		0			15381.09		0		12									92130															40			24	331800.8						1290				0		6363	-30						0	911980	487996						180			0	0					323540				2163816							82			592362										0								0											m9SvyxLkBI	RO12		taul	1K8T	pdks	f_onF0C	plT7XwyobT			jV3I	9_Y1	_r21	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	4ZAe	cJvF	FzaX	8_rYWu3	oslk	rT1Esaq	LM8l689qOp			xb3V	RAYp	F2FyR07IdsN7I		
001E0	0	1	0	0						2163	7						32								164	205		4	40			303.68							0			2064						0													0.1435591								9							3	38	0		2608736		0			25263.84		0		4									0															48			176	-240386.8						1000				6		20880	14						0	977275	58948						70			0	0					136801				2229664							22			36306										0								0								144			ZSNq9atbb6	RO12		taul	1K8T	72yt	pKIL3j7	9YuYZx0Xsm			ympL	9_Y1	KfYH	VpdQ	IYzP	me75fM6ugJ	kIsH		g5HH	L84s	NhsEn4L				TDc4Td_	wXGg	cJvF	FzaX	7DID5lR	oslk	JIB9h3w	LM8l689qOp			me1d	RAYp	F2FyR07IdsN7I		
001E1	0	0	0	0						1687	7						2856								452	565		4	56			338.56							0			9715860						0													1.513138								9							3	104	616		1769496		0			81384.91		25		8									10605															40			32	85266.8						2395				126		57465	-30						0	619030	342960						2825			0	18					13496				10313440							144			63450										0								0											doHWq69cTy	ND3t9Yro9U		taul	1K8T	pdks	fi0tdX8	FrVBLDn	KzOFL0B		KYk5	9_Y1	Px52	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		B_UerVa		beK4AFX	7Hac	UYBR	FzaX	VDdNioI	oslk	ua1YaaM	LM8l689qOp		ELof	PM2D	RAYp	iyHGyLCEkQ	am7c	
001E2	0	0	0	1						875	7						608								148	185		6	192			166.56							0			0						0													5.630421								9								54	7		0		0			5922.93		0		26																								64			0	111352.4						450				0		48609	30						0	0	258456						3185			0	0					109151				776772							0			389790										0								0											zKnr4RXktW	RO12		taul	1K8T	EzKK	HQZpiVB	Hz673939hbJdw	ewdq5eX		H9uJ	9_Y1	Cgc3	VpdQ	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX		pftArSg		7WwM33k	9MMh	cJvF	FzaX	6nl_w6z	d0EEeJi	L8ywwUI	LM8l689qOp		ELof	Xa3G	nIGXDli	F2FyR07IdsN7I	mj86	
001E3	1	0	0	0						1344	7						592								252	315		10	208			166.56							0			60954						0													0.7541124								9								82	42		1560256		0			20204.94		10		18																								96			120	-953840						990				60		594							0	23910	71684						325			0	0					444199				1340680							2			523710										0								0								210			zC_Wq6e2Rv	RO12	SEuy	LfvqpCtLOY	1K8T	487l	LnrlJRo	GHfL3MpXAX	KBnjEZL	smXZ	IIMg	9_Y1	_xpN	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		RRe8sgE		mAjbk_S	ARAA	UYBR		TVjYWu3	oslk	MU1qI2t			kG3k	FSa2	RAYp	F2FyR07IdsN7I	am7c	
001E4	1	0	0	0						343	7						1876								24	30		4	16			166.56							0			0						0													3.943388								9							3	112	63		0		0			4629.9		0		4									59865															16			0	-1151.144						115				0		104859	-30						0	18445	6170						350			0	18					29603				44012							4			25374										0								0											LDPvyx7IEC	w9ygS99Qp_	SEuy	taul	1K8T	mAW3	Mbu95gF	sLaMvLF	VDvS4hP	smXZ	xvX4	9_Y1	f4dr	09_Q	hAFG	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX		LAYohh8		AuSBTw7	QiRx	cJvF	FzaX	QkcCjOi	d0EEeJi	v8MoT7F	LM8l689qOp		kG3k	szEZ	nIGXDli	R4y5gQQWY8OodqDV	mj86	
001E5	0	0	0	1						3822	7						1112								144	180		0	80			331.84							0			1567020						9													5.647938								18							6	176	49		3461296		0			59271.6		5		4									99795															32			48	266593.6						965				30		7182	-26						8	4765845	1606632						2290			0	36					0				10687760							24			1036800										0								0								384			JJYvyx875g	qqimvRzsp8ZZdKRPgzLg68joSn_k	SEuy	taul	1K8T	487l	fhk21Ss	Qgwybc3Q4iMFHmgf	V8rRhMn	smXZ	E2M4	9_Y1	7WNq	09_Q	haYg	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	XfqtO3UdzaXh_		77W13CE		_JdH8mF	GoPX	cJvF	FzaX	4UxGlow	oslk	catzS2D	LM8l689qOp		xG3x	WqMG	ZI9m	iyHGyLCEkQ		
001E6	0	1	0	0						2184	7						4								392	490		4	104			699.84							0			886116						0													0.1640675								9								40	7		2858760		0			63329.7		45		10																								64			80	97680.8						1860				174		1593	14						0	3574440	289806						80			0	9					684033				5968640							64			335526										0								0								186			JMGq9at_88	RO12		taul	1K8T	ZF5Q	0BLnYyd	eIHAqpg			EddR	9_Y1	KfYH	VpdQ	sYC_	me75fM6ugJ	kIsH		g5HH	L84s	NhsEn4L				mAjk2hr	D04_	cJvF		vM89sBz	oslk	tByjPJU				me1d	RAYp	F2FyR07IdsN7I		
001E7	0	0	0	0						1631	7						56								220	275		0	112			253.52							0			0						0													5.186285								9							3	48	0		99152		0			39830.7		5		0									22410															8			40	-619176						910				0		1080	-20						0	628330	10532						450			0	9					0				748052							70			0										0								0								174			75lq9ayfAo	RO12		ev6I	1K8T	hAOr	FJDupBg	9g4oaYjoL0	hDySchJ		E_sw	9_Y1	F_Lu	VpdQ	lVqb	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	Mtgm	E1aAZ0x7vd		GjcNLVd		teAfWtZ	hw6m	UYBR	FzaX	OYHoGfM	QKW8DRm	RlTh9x_	LM8l689qOp		ELof	TNEC	vJ_w8kB	WfJYmPMksSqa1pajvfG	am7c	
001E8	0	0	0	1						1064	7						4								568	710		14	32			220.48							0			271014						0													5.65862								9								42	0		759888		0			52873.8		5		2																								72			120	346979.2						1385				120		39258							0	3418290	58090						165			0	0					137137				3761364							202			518400										0								0											9rAq9at_88	RO12		taul	1K8T	72yt	6X_nFi6	itSGh3t			sRth	9_Y1	KfYH	VpdQ	IYzP	DHn_WUyBhW_whjA88g9bvA64_	kIsH		g5HH	L84s	CrNX				TDcq2tw	yt5k	cJvF		tZkYuYC	d0EEeJi	pDZryQi				me1d	nIGXDli	F2FyR07IdsN7I		
001E9	0	0	0	0						4522	7						1580								788	985		22	568			133.12							0			59880						0													6.107456								36							6	130	77		250072		0			3575.52		30		54									379575															232			256	45346.8						2845				84		13806							0	302600	181920						5770			0	18					147049				1061148							94			406062										0								0								216			Yn7t0Go8Lb	onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890	SEuy	taul	1K8T	ffXs	fhk21Ss	V6XUlxabJ4VaD	z1QTTDY	smXZ	6UiV	9_Y1	MGOA	VpdQ	haYg	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	UbxQ8lZ		P2O8sgE		beKAhVm	bHR7	UYBR	FzaX	4UxGlow	Al6ZaUT	catzS2D	LM8l689qOp		kG3k	Qu4f	ZI9m	iyHGyLCEkQ	am7c	
001EA	0	0	0	0						917	7						2908								164	205		0	8			334.4							0			9615540						0													2.280496								18							6	160	14		1382408		0			193198.8		35		2									19524															32			16	143876.4						710				132		7839							0	1282735	19822						2480			0	36					0				10596360							16			14634										0								0											NESWq69R_D	2Knk1KF	SEuy	taul	1K8T	JLbT	2cBJEvB	IoHY5y1IUI	iK3mcQD	smXZ	HJm0	9_Y1	mTeA	09_Q	G_zk	me75fM6ugJ	kIsH		7A3j	L84s	XfqtO3UdzaXh_		u6ubgcr		XTbIt4R	b30L	UYBR	FzaX	yNF0Azj	oslk	NWMQQMs	LM8l689qOp		kG3k	FSa2	RAYp	TCU50_Yjmm6GIBZ0lL_	am7c	
001EB	1	0	0	0						623	21						2200								108	135		6	24			200							0			0						0													1.494125								27							9	114	0		450704		0			7764.78		0		2									13662															56			88	-91051.6						330				0		83205	4						0	287060	24066						840			0	27					68152				528244							24			37668										0								0								192			4e7gUH7IEC	2Knk1KF		taul	1K8T	72yt	ho_bxgw	4soGE0N5VZrWb	86wsVEXAwI		61M5	9_Y1	DmlN	09_Q	6JmL	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		Dkru_wxpUd		XTbPUYD	Vxd1z9c	cJvF	FzaX	AvcOVQC	oslk	r757j0h	jySVZNlOJy		ELof	w_Ub	RAYp	55YFVY9	mj86	
001EC	0	0	0	0						2800	7						2568								120	150		8	176			220.08							0			0						0													3.047426								9							3	76	196		0		0			56351.1		0		16									51861															32			0	958924						500				0		8964	28						0	0	3798080						1425			0	27					2419200				10360960							0			4147200										0								0								264			1KSTmBQxul	RO12	SEuy	taul	1K8T	487l	rpAtFlZ	_jTP8ioIlJ	HR10MGv	smXZ	8d_Q	9_Y1	TjV7	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		moufB_k		TDceha3	ckPi	UYBR	FzaX	Z6VR15G	oslk	5037lZj	LM8l689qOp		kG3k	FSa2	RAYp	F2FyR07IdsN7I	mj86	
001ED	0	0	0	0						3815	7						724								220	275		8	0			166.56							0			0						0													0.8850673								9							3	58	21		157312		0			3486.72		20		8									813															136			296	-3547.856						860				0		8217	34						0	43510	0						1840			0	18					7574				148776							20			24174										0								0											avkq9ayfAo	RO12		taul	1K8T	LZs_	2gNd3iM	9YuFlLzSEv	oiSSw_O		F0uC	9_Y1	000J	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		dRvTgqv		11p4mKe	c4WE	cJvF	FzaX	wUQOw16	oslk	oCqTy9x	LM8l689qOp		ELof	7P5s	RAYp	F2FyR07IdsN7I	mj86	
001EE	0	0	0	0						763	14						908								124	155		0	0			166.56							0			0						0													2.317881								18							6	48	140		6220904		0			215042.1		0		0									72285															32			72	-58300.8						520				0		31716	24						0	9504200	0						8175			0	9					0				10713800							44			0										0								0											dRavyx7ejg	RO12	SEuy	taul	1K8T	TyGl	0kyQIhb	5q1hF23	ZkcoplC	smXZ	jv62	9_Y1	RcM7	sJzTlal	43pnToF	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		jqKLM_S		7WwX8Ya	A1VJ	UYBR	AU8pNoi	Lu8se7s	oslk	uVOtSzd	LM8l689qOp		kG3k	szEZ	RAYp	F2FyR07IdsN7I	am7c	
001EF	0	0	0	1						805	14						432								128	160		0	0			186.64							0			11363760						0													5.991668								27							6	42	49		0		0			223021.2		45		0									102345															32			0	157502.4						490				132		21618							0	48630	0						7925			0	9					0				10725160							2			0										0								0								186			vAsTmBfHUn	RO12		taul	1K8T	OY2L	gNIgCYR	9UgE7cAdCb			Kgwb	9_Y1	4N0K	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	4u61	cJvF	FzaX	aD1vOIl	oslk	NnYzgmc	jySVZNlOJy			Qu4f	RAYp	F2FyR07IdsN7I		
001F0	0	0	0	0					0					0						156.04							0			0	0						0																								4.174108			0	0						0		73269	0	60		10							0											40		2				0						0				0				4884.6		-1157312							60						-20													16282							0	2	80			0						0									0						7																	414			1JGqrQKzJV	e6CkoqApVR		taul	1K8T	AnrR	LFsq5o9	P9HTde2			K946	9_Y1	15m3	VpdQ		Kxdu	kIsH		uKAI	Mtgm	FMSzZ91zL2	KdSa			mAjdzWk	jsGz	UYBR	FzaX	EPIVHK6	zCkv	MI8iYHE	LM8l689qOp			FSa2	6fzt	F2FcTt7IdMT_v		
001F1	0	0	0	1						0	0						0								0	0			0			286.96							0			0						0													0.2495193								9								24	0		0		0			0		0		0																											0	0						0				0		0	4						0	0	0						0			0	9									0							0			0										0								0								234				RO12		taul	1K8T	0Xwj	GRl7qwL	yLQX8HOoy1			MAZq	F3hy	xQ2A	09_Q	zm5i	me75fM6ugJ	kIsH		oT7d	L84s	NhsEn4L				kZJtVhC	lTeB	UYBR		xDj6pd1	oslk	VQZzrB7				5Acm	RAYp	F2FyR07IdsN7I		
001F2	0	0	0	1				9													0	0	0																		712836																				3.191626																8									0						20											24		0					0							-1142596				66742							0		-16	0	28							291.41			0							24					0		6			0			0			0			0	0						253294.2			4					0			675450									r__I	qXh9tYsdof	RO12		taul	1K8T	0Xwj	XX3cFZv	LJF4fPp			KuUP	HLqf	YULl	VpdQ		me75fM6ugJ	sBgB		uKAI	Mtgm	NhsEn4L				7WwOAni	aMbm	UYBR	FzaX	FMZYH7D	oslk	MHP7DIf	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I		
001F3	0	0	0	0	0								0																				0	15											0						0			0			0				0.4687033	0					0			0							4				0									0	7			0										0								0		6			-465640			3					0					-20			0		0					0	0					0												0		0												0												0						6	0		246			Qu0qrQKzJV	RO12		taul	1K8T	0Xwj	n0UnRzy	JFX8g7a			G63g	HLqf	15m3	09_Q		me75fM6ugJ	sBgB		uKAI	L84s	NhsEn4L			eGzu	TDcwKda	KP3U	UYBR		1YVRx5o	oslk	fXVIXkw				FSa2	RAYp	F2FyR07IdsN7I		
001F4	0	0	0	1						77	0						0								20	25		0	8			186.64							0			0						0													6.239051								9								22	0		3155848		0			228101.4		10		0																								16			8	-854372						100				0		0	4						0	67275	8970						0			0	9					0				6488080							2			0										0								0											52Iq9ayE15	RO12		taul	1K8T	TyGl	8ij6Lg8	q2tfFQq			hG8e	9_Y1	QBpP	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAja5EA	WoGH	cJvF		7OmVzos	oslk	76DJixu				7P5s	RAYp	F2FyR07IdsN7I		
